smiles_1,associating,m,sigma,epsilon_k,mu,epsilonAB,KAB,total_residual,mean_residual,max_residual,m_error,sigma_error,epsilon_k_error,mu_error,epsilonAB_error,KAB_error,#DDB
BrCCCBr,False,2.8832505289222485,3.6598871409458855,326.96853821941386,0.34068894386291504,0.0,0.0,2.821118474098121,0.011421532283798061,0.5,0.025122141999995865,0.011056242819579766,1.6802592480225307,0,0.0,0,700
ClCCCCCl,False,3.1472710708105827,3.648964623116024,301.41802911340255,0.007023664191365242,0.0,0.0,0.27315436063054604,0.0037418405565828225,0.5,0.04597057473561509,0.018993030419776798,2.510772587205087,0,0.0,0,1134
CCC(C)CO,True,3.2682551471482673,3.567292489968086,245.4481646968458,1.0500658750534058,2434.3008411078326,0.01,6.582293449525768,0.011924444654937985,0.5,0.18782002829619582,0.07140758731529391,3.346802039226057,0,70.86724502159498,0,665
CCC(C)(C)O,True,5.384802892422512,2.969942103774877,193.87071025662902,0.5837724208831787,1725.7230069723457,0.01,11.592570118354983,0.017148772364430447,0.5,0.33023811878764625,0.06846078425331173,4.398753916929345,0,74.43056391003957,0,670
CCCC(C)(C)O,True,3.733276397007338,3.572101269579611,236.88269115850014,0.6775274276733398,1919.844577858351,0.01,4.513468319953882,0.03761223599961568,0.5,1.657012929522553,0.5790522785967902,39.95389200006604,0,406.9413033833821,0,689
CC(C)CCCO,True,3.6942562254079894,3.612785805317773,246.6890112648559,1.3069095611572266,2460.5078373478464,0.01,1.2900370650962447,0.01162195554140761,0.5,0.7409973956278109,0.2598496452428157,13.844445474514396,0,237.5202913175971,0,2492
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,False,4.731985622030366,3.666778035903576,175.72449553274507,0.001759674516506493,0.0,0.0,3.7108913427531696,0.014217974493307164,0.5,0.033028801034120085,0.009803264605656333,0.7387102609730672,0,0.0,0,466
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,False,5.180042022037492,3.7339107835224916,179.95141263780872,0.13336960971355438,0.0,0.0,3.9702031706102465,0.01927283092529246,0.5,0.044740575892813585,0.012502701030556604,0.8101264593829213,0,0.0,0,303
CC(C)OC(C)C,False,3.511317106748188,3.6931158990840425,218.11320162927467,0.30134838819503784,0.0,0.0,4.057040238471471,0.005738387890341543,0.5,0.00810157940588136,0.003040592268449624,0.27640307846753537,0,0.0,0,96
CCC(=O)N(C)C,False,3.862255332455495,3.396124751788204,283.9737404185896,0.8603551387786865,0.0,0.0,0.21256840487920892,0.006857045318684159,0.5,0.05774584716450162,0.018133646355628728,2.3107880647098984,0,0.0,0,1142
CN(C)CCCN,True,2.8449636163785783,3.9453651318313416,290.3014567875997,0.8771860599517822,1489.4155510932778,0.01,0.22083852069608145,0.008493789257541594,0.5,1.3329078896683642,0.6807786148261404,63.520659215492834,0,459.8224364471522,0,4186
CCCCC=O,False,3.337650748428648,3.480259808064037,254.0844864007101,1.1819688081741333,0.0,0.0,1.2460161206166698,0.015195318544105729,0.5,0.05503294748761326,0.020317331658043288,2.369347632379919,0,0.0,0,753
CC(C)CC=O,False,3.092775858272045,3.5810369431429896,257.1686378389736,1.2250573635101318,0.0,0.0,0.14678504162669825,0.0031230859920574096,0.5,0.020694723953867882,0.008452864719689515,0.9780855927149369,0,0.0,0,290
C=CC,False,1.953690491056745,3.5342794172977854,207.77414000112185,0.16866260766983032,0.0,0.0,4.750723431895347,0.007505092309471322,0.5,0.00816568445630463,0.0032820808899243973,0.578588439846434,0,0.0,0,1055
Cc1ccc(F)cc1,False,2.900058992691925,3.7138038419117616,284.5611623714913,1.2404717206954956,0.0,0.0,0.9015073170086304,0.013869343338594313,0.5,0.06336952088433294,0.02865873986956871,3.5643849472580875,0,0.0,0,1383
CC1COC(=O)O1,False,3.1380672049441136,3.410919488127476,373.15712766531084,2.0806047916412354,0.0,0.0,3.1309467489167724,0.011995964555236676,0.5,0.02217903856933474,0.008379845130829922,1.5125633476467173,0,0.0,0,728
CC(=O)N(C)C,False,3.3370359057231958,3.380563954046571,304.17596091618384,0.8285349607467651,0.0,0.0,8.609510755169865,0.025322090456381955,0.5,0.12309259383713735,0.04441613229063978,6.305519946152601,0,0.0,0,227
C=CC(C)(O)CCC=C(C)C,True,3.452428286439401,4.206925706410729,288.0777132164303,0.7651115655899048,2221.687021795487,0.01,2.9778180705081665,0.022057911633393826,0.5,1.255020619255549,0.5472842170972093,41.232323292424745,0,356.687895230283,0,2125
OCCCCO,True,4.074797429446463,3.1589805351076192,292.3588508403114,0.7958605885505676,2939.0426737209727,0.01,4.609112357619449,0.016286616104662366,0.5,0.3939132924443881,0.10669276672098213,8.787623533917888,0,130.010496151424,0,614
CCCCOC(C)=O,False,4.0684731677213115,3.496634249731264,239.44164402510245,1.650660514831543,0.0,0.0,9.321696262267439,0.00975072830781113,0.5,0.018553153885080952,0.005601837146689042,0.5830588261188488,0,0.0,0,80
CC(=O)OC1CCCCC1,False,4.353255081837752,3.578068219997091,259.1889429552196,1.622052788734436,0.0,0.0,0.813162874491186,0.023233224985462455,0.5,0.2401552350882128,0.0706013309521267,7.28710214895568,0,0.0,0,81
CCCCCCS,True,3.198145232795663,3.9305170292731013,286.40815898319244,1.4687749147415161,1177.5138654944958,0.01,0.2911750564776478,0.0040440980066339975,0.5,0.13881825532894967,0.06532088283559005,5.64580997212209,0,120.4623182826375,0,2013
