smiles,compoundName,sigma_moment_1,sigma_moment_2,sigma_moment_3,sigma_moment_4,sigma_moment_5
C=C(C)c1ccccc1,alpha-methylstyrene,0.0,30.1,-1.252685,9.506949,-0.741834
CC(=O)c1ccccc1,acetophenone,0.0,52.2,24.8,56.9,60.6
ClC(Cl)c1ccccc1,(dichloromethyl)-benzene,0.0,38.8,-12.2,19.8,-14.0
O=C(Cl)c1ccccc1,benzoylchloride,0.0,35.2,-0.299027,18.2,1.364102
O=C(S)c1ccccc1,benzenecarbothioicacid,0.0,47.9,4.039573,39.6,10.9
O=[N+]([O-])c1ccccc1,nitrobenzene,0.0,47.4,8.120692,34.7,15.4
Cc1cccc([N+](=O)[O-])c1,3-nitrotoluene,0.0,47.2,11.4,33.9,19.3
Nc1cccc([N+](=O)[O-])c1,3-aminonitrobenzene,0.0,77.1,-11.4,87.2,-29.5
O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,"3,5-dinitrobenzoicacid",0.0,112.0,-26.0,152.0,-135.0
O=[N+]([O-])c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,"1,3,5-trinitrobenzene",0.0,92.7,-8.805449,68.2,-15.0
COC(=O)c1cccc(C)c1,benzoicacid-3-methyl-methylester,0.0,51.6,21.7,46.4,44.6
Cc1ccc([N+](=O)[O-])cc1C,"1,2-dimethyl-4-nitrobenzene",0.0,49.9,15.6,37.5,26.4
Cc1cc([N+](=O)[O-])ccc1N,4-nitro-2-toluidine,0.0,92.4,-1.378215,131.0,-17.0
O=[N+]([O-])c1ccc(Cl)c(Cl)c1,"3,4-dichloronitrobenzene",0.0,48.0,1.771169,33.6,3.265863
Cc1ccc([N+](=O)[O-])cc1N,5-nitro-2-toluidine,0.0,77.2,-2.581499,85.1,-11.5
Nc1ccc([N+](=O)[O-])cc1N,2-amino-4-nitroaniline,0.0,118.0,-15.8,174.0,-43.8
Nc1cc([N+](=O)[O-])ccc1O,2-amino-4-nitrophenol,0.0,109.0,-37.9,182.0,-156.0
O=[N+]([O-])c1cccc([N+](=O)[O-])c1,"1,3-dinitrobenzene",0.0,71.2,5.177922,52.1,6.851046
COC(=O)c1ccc(C)cc1,4-methyl-benzoicacidmethylester,0.0,52.3,22.7,48.0,47.1
CC1CCC(C(C)C)CC1,1-isopropyl-4-methylcyclohexane,0.0,10.2,-0.106494,0.921631,-0.024656
CC1=CCC(C(C)C)=CC1,"1-methyl-4-(1-methylethyl)-1,4-cyclohexadiene",0.0,22.7,4.198292,7.062664,3.449909
Cc1ccc(C(C)C)cc1,1-methyl-4-isopropylbenzene,0.0,25.9,1.50821,7.18967,1.116769
CC(C)c1ccc(N)cc1,p-isopropylaniline,0.0,57.3,-2.976548,57.1,-0.469653
CC(C)c1ccc(O)cc1,4-(1-methylethyl)-phenol,0.0,57.3,-19.0,78.0,-73.8
CC(=O)c1ccc(Cl)cc1,1-(4-chlorophenyl)ethanone,0.0,53.8,19.7,56.4,51.1
CC(=O)c1ccc(N)cc1,4'-aminoacetophenone,0.0,90.1,13.3,138.0,49.1
Cc1ccc(N(C)C)cc1,"n,n,4-trimethylaniline",0.0,35.3,5.786051,14.5,5.246146
Cc1ccc([N+](=O)[O-])cc1,1-methyl-4-nitro-benzene,0.0,49.3,13.2,37.1,22.9
C[SiH3],methylsilane,0.0,7.948125,-1.397081,1.37486,-0.493223
C[SiH2]Cl,methylchlorosilane,0.0,18.6,-0.596253,6.399678,-0.653186
C[SiH](C)C,trimethylsilane,0.0,14.3,0.133501,2.778884,0.122295
C[Ge](Cl)(Cl)Cl,methyltrichlorogermane,0.0,26.4,-10.3,13.0,-10.0
N#CC=C(C#N)C#N,ethylenetricarbonitrile,0.0,75.6,-15.8,76.7,-41.5
COCC(C)(C)C,"1-methoxy-2,2-dimethylpropane",0.0,24.5,14.6,23.2,28.8
CC#CCCCC,2-heptyne,0.0,29.0,8.325246,14.4,8.57633
C[Si](C)(C)N[Si](C)(C)C,hexamethyldisilazane,0.0,31.7,2.902345,18.0,7.755286
CC1OC(C)C2Cc3ccccc3C2O1,"(+)-(1r,3r,4ar,9as)-magnolan",0.0,62.9,34.2,64.1,76.5
CC1OCCC2(CC3CCC2(C)C3(C)C)O1,"(+)-(1s,2r,2'r,4s)-1,2',7,7-tetramethyl-spiro(bicyclo(2_2_1)heptane-2,4'-(1,3)dioxane)",0.0,44.6,28.4,47.8,61.2
CC1COC(C)(c2ccc3c(c2)C(C)(C)CCC3(C)C)O1,"(+)-(2r,4s)-okoumal",0.0,57.6,25.7,47.5,52.4
CC1CC(C)(c2ccccc2)OC(C)O1,"(+)-(2r,4s,6r)-floropal",0.0,61.5,32.6,64.8,76.8
CC1CC(=O)CC(C)C1,"(+)-(3s,5s)-3,5-dimethylcyclohexanone",0.0,48.8,40.8,69.4,95.1
CC(C)=C1CC2(C)C(=CC1=O)C=CCC2C,"(+)-(4ar,5s)-karanone",0.0,64.3,50.1,96.2,141.0
CC1(C)CCCC2(C)CC(=O)CCC12,"(+)-(4ar,8as)-5,5,8a-trimethyloctahydronaphthalen-2-one",0.0,52.7,41.0,71.1,97.1
CC1(C)CCCC2(C)C3CCCOC3CCC12,"(+)-20-desmethyl-8a,13-desoxyambreinolide",0.0,37.4,29.7,51.1,77.1
CC1CC(C2CC3CCC2(C)C3(C)C)CCC1=O,(+)-4-(2-endo-bornyl)-2-methylcyclohexanone,0.0,52.3,37.6,63.2,84.8
CC1(C)CCCC2(C)C1CCC1(C)OCCCC12,"(+)-8b,13-desoxyambreinolide",0.0,32.5,21.8,39.0,58.7
CC1(C)CCCC2(C)C1CCC1(C)OCCC12,(+)-ambrox,0.0,40.2,32.5,58.4,90.0
CC12C=CCC1C1CCC3CC(=O)CCC3(C)C1CC2,(+)-androsta-16-en-3-one,0.0,62.3,44.1,75.9,99.5
CC12C=CCC1C1CCC3=CC(=O)CCC3(C)C1CC2,"(+)-androsta-4,16-dien-3-one",0.0,71.2,57.0,102.0,147.0
CC(C)=C1CC2(C)C(=CC1=O)CCCC2C,(+)-dihydrokaranone,0.0,59.0,49.4,90.1,133.0
CC1C(=O)CC2CC1C2(C)C,(+)-isopinocamphone,0.0,45.6,34.3,58.2,75.8
CC12CCC3(O1)C(C)(C)CC=CC3(C)O2,(+)-rieslingacetal_1b,0.0,53.9,37.3,64.1,83.4
CCC(C)C(=O)SC,(+)-s-methyl_(2s)-2-methylbutanethioate,0.0,41.2,19.1,36.0,34.8
CC1CC(=O)C=C2C3CC3(C(C)C)CC21C,(+)-tricycloketone,0.0,70.2,59.9,115.0,172.0
CC(=O)C(C)=CC1C(C)=CCCC1(C)C,(-)-(s)-isomethylionone,0.0,57.0,39.6,71.4,94.4
C=CC1(C)CCC(=C(C)C)CC1C(=C)C,(-)-gamma-elemene,0.0,33.2,4.609809,10.9,4.397225
CC(Cl)[Si](C)(C)C,(1-chloroethyl)trimethylsilane,0.0,29.1,3.853128,10.5,3.400991
FC(Cl)=CCCl,"(1e)-1,3-dichloro-1-fluoroprop-1-ene",0.0,30.5,-6.203635,15.9,-6.765544
COC(C)Cl,(1r)-1-chloro-1-methoxyethane,0.0,43.3,8.909152,26.5,10.8
CC(O)F,(1r)-1-fluoroethanol,0.0,60.4,-10.9,93.1,-64.0
CC1C(=O)C(=CC2CCCCC2)C2CC1C2(C)C,"(1r,2r,4e,5r)-(+)--4-cyclohexylmethyleneisopinocamphone",0.0,49.1,35.1,57.6,75.5
CC1C(=O)C(=CC=Cc2ccccc2)C2CC1C2(C)C,"(1r,2r,4e,5r)-(+)-4-cinnamylideneisopinocamphone",0.0,70.2,28.4,69.0,73.6
CC1CC2(CC3CCC2(C)C3(C)C)OC(C)O1,"(1r,2s,2's,4r,6's)-1,2',6',7,7-pentamethylspiro(bicyclo(2_2_1)heptane-2,4'-(1,3)dioxane)",0.0,45.5,29.2,49.7,65.6
FC1C2CC3CC(C2)C(F)C1C3,"(1r,2s,3r,4r,5s,7r)-2,4-difluoroadamantane",0.0,36.4,13.7,19.0,12.6
CC(=O)CCC1C(C)CCCC1(C)C,"(1r,6s)-tetrahydroionone",0.0,51.5,35.2,62.7,80.8
Cc1coc2c1CCC(C)C2,(1s)-(-)-menthofuran,0.0,29.1,6.103257,13.7,7.034134
FC1CCCC1F,"(1s,2r)-1,2-difluorocyclopentane",0.0,38.3,9.395087,20.6,9.23022
CCC=C1C(=O)C(C)C2CC1C2(C)C,"(1s,2s,4e,5s)-(-)-4-propylideneisopinocamphone",0.0,47.9,33.6,56.7,73.1
CC(C)C(C)C(F)(F)F,"(2r)-1,1,1-trifluoro-2,3-dimethylbutane",0.0,18.0,-1.835975,3.879684,-1.037146
CC(C)CC(C)C(F)(F)F,"(2r)-1,1,1-trifluoro-2,4-dimethylpentane",0.0,19.4,-1.792839,4.08112,-1.083131
CCC(C)C(F)(F)F,"(2r)-1,1,1-trifluoro-2-methylbutane",0.0,17.6,-1.814555,3.916616,-1.052039
CC1CCCN1C,"(2r)-1,2-dimethylpyrrolidine",0.0,24.3,26.0,52.6,99.0
CC(C)C(Cl)C(F)(F)F,"(2r)-2-chloro-1,1,1-trifluoro-3-methylbutane",0.0,24.5,-7.628866,11.4,-8.50136
CC(C)C(C)Cl,(2r)-2-chloro-3-methylbutane,0.0,25.6,4.679754,10.3,4.152498
CCCCC(C)F,(2r)-2-fluorohexane,0.0,26.3,9.553621,14.0,10.2
CCC(C)C(C)F,"(2r,3r)-2-fluoro-3-methylpentane",0.0,24.9,8.999344,13.2,9.570346
CC1OC(C)C(C)C(C)(c2ccccc2)O1,"(2r,4r,5r,6r)-2,4,5,6-tetramethyl-4-phenyl-(1,3)-dioxane",0.0,60.5,30.1,59.4,69.6
CC1=CC(c2ccccc2)OC(C)C1,"(2r,6r)-cis-pelargene_a",0.0,50.6,20.9,44.0,51.0
CC1=CC(C)OC(c2ccccc2)C1,"(2r,6r)-cis-pelargene_b",0.0,50.4,18.0,38.6,40.6
CC1CC=C2C(C)(C)CC(=O)CC2(C)O1,"(2r,8ar)-3,4-dihydro-3-oxoedulan",0.0,69.9,50.1,90.3,116.0
CCC(C)C(C)C(F)(F)F,"(2s,3s)-1,1,1-trifluoro-2,3-dimethylpentane",0.0,18.7,-1.815621,3.904458,-1.020752
CC1CCOC(c2ccccc2)C1,"(2s,4r)-doremox",0.0,45.4,20.6,40.5,47.6
CCCCCCCCCCCCCCCCCCCC,eicosane,0.0,20.7,0.518078,1.903489,0.114163
CC1CCC(F)(F)C1,"(3r)-1,1-difluoro-3-methylcyclopentane",0.0,26.4,4.572303,9.282314,2.995071
CC1=CC2OC(=O)C(C)C2CC1,"(3r,3ar,7ar)-winelactone",0.0,63.3,38.5,66.9,74.5
CC1CC(=O)OC1C,"(3r,4s)-(-)-trans-3,4-dimethylbutanolide",0.0,62.2,42.4,75.8,89.0
CC(OC(F)(F)F)C(C)(C)C,"(3s)-2,2-dimethyl-3-(trifluoromethoxy)butane",0.0,21.4,-1.668707,5.539189,-0.553893
CC1=CC2OCC(C)C2CC1,"(3s,3ar,7as)-dillether",0.0,42.8,37.5,64.5,97.6
CCCCC1OC(=O)C2CCCCC12,"(3s,3as,7ar)-3-butylhexahydrophthalide",0.0,59.9,42.5,70.3,85.8
CC(C)=C1CCC2CC(=O)CC(C)C2(C)C1,"(4r,4as)-(+)-alpha-vetivone",0.0,58.5,41.6,73.2,97.4
CCCC1CCOCS1,"(4s)-4-propyl-1,3-oxathiane",0.0,49.5,27.0,47.0,49.5
CC1=CC(=O)CCC12CCC(=C(C)C)C2,(5r)-(+)-10-demethyl-beta-vetivone,0.0,67.4,53.6,99.3,142.0
CC12CCC3C(CCC4C(C)(C)CCCC43C)(CO1)O2,"(5r,8r,9s,10r,13s)-8b,13,13,20-diepoxy-15,16-dinorlabdane",0.0,49.6,34.5,58.2,78.4
CC1=CCC(C(C)C)CC1=O,(5s)-2-methyl-5-prop-1-en-2-ylcyclohex-2-en-1-one,0.0,52.9,43.0,75.8,106.0
CC1=CC(=O)CC(C)C12CCC(=C(C)C)C2,"(5s,10s)-(+)-beta-vetivone",0.0,66.7,54.9,101.0,147.0
CC1=CCC2(O1)C(C)=CC(=O)CC2(C)C,"(6r)-(-)-8,9-dehydrotheaspirone",0.0,70.9,49.8,95.0,125.0
C[Si](C)(C)C(F)(F)Cl,(chlorodifluoromethyl)trimethyl-silane,0.0,23.2,-2.888741,5.667611,-1.515461
FC(Cl)=CCl,"(e)-1,2-dichloro-1-fluoroethene",0.0,16.1,-7.888305,10.0,-9.758813
FC=C(F)I,"(e)-1,2-difluoro-1-iodoethene",0.0,19.7,-9.723019,12.4,-11.4
FC(Cl)=C(F)CCl,"(e)-1,3-dichloro-1,2-difluoroprop-1-ene",0.0,28.9,-9.067744,16.1,-11.1
ClC=C(Cl)Br,"(e)-1-bromo-1,2-dichloroethene",0.0,18.2,-8.409657,10.6,-9.976888
FC=C(Cl)Br,(e)-1-bromo-1-chloro-2-fluoroethene,0.0,18.9,-9.203681,11.9,-11.4
FC=CBr,(e)-1-bromo-2-fluoroethene,0.0,24.1,-10.5,15.0,-12.7
CC(F)=CCl,(e)-1-chloro-2-fluoroprop-1-ene,0.0,22.5,-4.889161,9.578745,-5.123509
COC=CCl,(e)-1-chloro-2-methoxyethene,0.0,33.6,-0.447424,18.8,0.82921
FCC=CCl,(e)-1-chloro-3-fluoroprop-1-ene,0.0,36.6,-3.74716,20.8,-4.349614
FC=CI,(e)-1-fluoro-2-iodoethene,0.0,24.9,-10.4,14.6,-11.8
CC=CSC,(e)-1-methylsulfanylprop-1-ene,0.0,30.6,6.35983,16.1,7.949667
FC(Cl)=CBr,(e)-2-bromo-1-chloro-1-fluoroethene,0.0,17.0,-8.049581,10.1,-9.610738
CC(Br)=CF,(e)-2-bromo-1-fluoroprop-1-ene,0.0,22.5,-5.00204,9.587773,-5.472315
CC=NC[Si](C)(C)C,(e)-n-(trimethylsilylmethyl)ethanimine,0.0,40.3,33.1,67.6,118.0
CC=CN,(e)-prop-1-en-1-amine,0.0,46.5,5.504157,58.8,22.9
FCC1CCCC1,(fluoromethyl)-cyclopentane,0.0,23.7,8.238154,12.0,7.917977
CSCC#N,(methylthio)acetonitrile,0.0,60.8,9.183478,55.8,18.0
C=C1CCCC(C)(C)C1C=C(C)C(C)=O,(r)-(+)-8-methyl-gamma-ionone,0.0,58.1,38.7,69.6,89.8
Cc1cc2c(cc1C#N)C(C)(C)C(C)C(C)C2(C)C,"(r,r)-(+)-vulcanonitrile",0.0,54.0,20.7,42.8,38.2
C=C1CC(C)OC(c2ccccc2)C1,"(r,r)-exopelargene",0.0,51.5,16.8,37.2,36.8
C=C1CCC1,methylenecyclobutane,0.0,16.1,3.141389,6.101398,3.104495
C1=CSCC1,"2,3-dihydrothiophene",0.0,29.8,5.757155,16.1,6.878681
CC1C=CCC1,3-methylcyclopentene,0.0,14.4,2.441233,4.943068,2.399569
CC1=NCCO1,2-methyloxazoline,0.0,54.5,48.7,96.7,154.0
FC1(F)CCCC1,"1,1-difluorocyclopentane",0.0,25.5,4.390713,9.256702,2.853085
O=S1(=O)CCCO1,propanesultone,0.0,80.2,18.9,68.9,29.7
CC1CCCC1=O,2-methylcyclopentanone,0.0,45.3,35.6,60.5,78.4
CC1=CCCC1=O,2-methyl-2-cyclopenten-1-one,0.0,53.6,44.6,82.3,113.0
Brc1ccncc1,4-bromopyridine,0.0,42.9,18.9,59.8,73.1
Cc1ccnnc1,4-methylpyridazine,0.0,65.5,53.2,116.0,167.0
Ic1cccnc1,3-iodopyridine,0.0,41.8,14.9,51.1,56.6
CC1CCOCO1,"4-methyl-1,3-dioxane",0.0,49.8,38.8,65.6,84.2
CN1C(=O)CCC1=O,"1-methyl-2,5-pyrrolidinedione",0.0,83.7,51.8,104.0,112.0
[O-][n+]1ccc(Cl)cc1,4-chloropyridine1-oxide,0.0,75.4,43.9,127.0,144.0
C[Si](C)(C)C(F)(F)F,(trifluoromethyl)trimethylsilane,0.0,24.0,-2.417856,6.003934,-1.325653
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,"1,1,1,2,2,3,3,4,4,5,6,6,6-tridecafluoro-5-(trifluoromethyl)-hexane",0.0,5.128264,-1.482593,0.870346,-0.492447
FC(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"1,1,1,2,2,3,3,4,4-nonafluoro-4-(pentafluoroethoxy)-butane",0.0,5.208208,-1.298171,0.730565,-0.388776
CC(C)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"1,1,1,2,2,3,3,4,4-nonafluoro-5-methylhexane",0.0,15.9,-3.898012,3.712527,-1.772075
CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"1,1,1,2,2,3,3,4,4-nonafluoro-pentane",0.0,18.7,-7.522486,7.650074,-5.472901
CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"1,1,1,2,2,3,3,4,4-nonafluorohexane",0.0,16.8,-5.166769,5.050244,-2.995296
CC(F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,"1,1,1,2,2,3,3,4,5,5,5-undecafluoro-4-methyl-pentane",0.0,17.7,-8.156852,7.889762,-6.263046
FC(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,"1,1,1,2,2,3,3,4,5,5,6,6,6-tridecafluoro-4-(trifluoromethyl)-hexane",0.0,5.127845,-1.492575,0.883954,-0.505761
CCC(C)(F)C(F)(F)C(F)(F)C(F)(F)F,"1,1,1,2,2,3,3,4-octafluoro-4-methylhexane",0.0,22.3,-2.462579,7.110805,-1.021403
CC(C)(F)C(F)(F)C(F)(F)C(F)(F)F,"1,1,1,2,2,3,3,4-octafluoro-4-methylpentane",0.0,23.4,-3.555584,8.415258,-1.933589
CC(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,"1,1,1,2,2,3,3,5,5,5-decafluoro-4-methylpentane",0.0,23.0,-12.7,14.2,-14.1
FCC(F)(F)OC(F)(F)C(F)(F)C(F)(F)F,"1,1,1,2,2,3,3-heptafluoro-3-(1,1,2-trifluoroethoxy)propane",0.0,28.4,-16.4,20.5,-18.8
CC(C)(C)C(F)(F)C(F)(F)C(F)(F)F,"1,1,1,2,2,3,3-heptafluoro-4,4-dimethylpentane",0.0,14.9,-2.965915,2.82531,-1.047967
FC(F)(F)C(F)(F)C(F)(F)CCl,"1,1,1,2,2,3,3-heptafluoro-4-chlorobutane",0.0,27.3,-16.2,21.1,-21.0
CC(C)CC(F)(F)C(F)(F)C(F)(F)F,"1,1,1,2,2,3,3-heptafluoro-5-methylhexane",0.0,17.0,-4.252334,4.242855,-2.318299
CCCCC(F)(F)C(F)(F)C(F)(F)F,"1,1,1,2,2,3,3-heptafluoro-heptane",0.0,17.2,-4.089016,4.304737,-2.326794
COC(F)(C(F)(F)F)C(F)(F)C(F)(F)F,"1,1,1,2,2,3,4,4,4-nonafluoro-3-methoxy-butane",0.0,18.2,-7.439605,6.977843,-4.860936
FC(C(F)(F)F)C(F)(F)C(F)(F)F,"1,1,1,2,2,3,4,4,4-nonafluorobutane",0.0,21.7,-21.2,29.6,-40.9
FC(F)(F)OC(F)(C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,"1,1,1,2,2,3,4,5,5,5-decafluoro-3-(trifluoromethoxy)-4-(trifluoromethyl)pentane",0.0,5.934655,-1.788963,1.101199,-0.644457
FC(F)(F)C(F)(F)C(F)(C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,"1,1,1,2,2,3,5,5,5-nonafluoro-3,4,4-tris(trifluoromethyl)pentane",0.0,5.185653,-1.613089,0.961621,-0.549017
FC(CC(F)(F)F)C(F)(F)C(F)(F)F,"1,1,1,2,2,3,5,5,5-nonafluoropentane",0.0,34.7,-22.8,28.7,-30.1
CC(C)(C)C(C)(F)C(F)(F)C(F)(F)F,"1,1,1,2,2,3-hexafluoro-3,4,4-trimethylpentane",0.0,22.5,-2.394002,6.841832,-1.218358
CC(C)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,"1,1,1,2,2,3-hexafluoro-4-methyl-3-(trifluoromethyl)pentane",0.0,14.1,-3.845952,3.197497,-1.63405
CCC(F)C(F)(F)C(F)(F)F,"1,1,1,2,2,3-hexafluoropentane",0.0,22.2,-6.186871,9.665073,-5.872584
CC(C)(C(F)(F)F)C(F)(F)C(F)(F)F,"1,1,1,2,2,4,4,4-octafluoro-3,3-dimethylbutane",0.0,18.0,-5.723994,5.184012,-3.062144
CC(C(F)(F)F)C(F)(F)C(F)(F)F,"1,1,1,2,2,4,4,4-octafluoro-3-methyl-butane",0.0,23.2,-12.6,14.5,-14.4
FC(F)(F)CC(F)(F)C(F)(F)F,"1,1,1,2,2,4,4,4-octafluoro-butane",0.0,29.0,-22.6,28.0,-32.2
CC(C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,"1,1,1,2,2,4,4,5,5,5-decafluoro-3-methyl-3-(trifluoromethyl)-pentane",0.0,14.2,-6.623519,5.517151,-4.286335
CC(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,"1,1,1,2,2,4,4,5,5,5-decafluoro-3-methylpentane",0.0,21.5,-12.0,13.3,-13.5
FC(F)(F)C(F)(F)CC(F)(F)C(F)(F)F,"1,1,1,2,2,4,4,5,5,5-decafluoro-pentane",0.0,26.6,-21.6,26.8,-31.9
FC(F)(F)C(F)(F)CC(F)(C(F)(F)F)C(F)(F)F,"1,1,1,2,2,4,5,5,5-nonafluoro-4-(trifluoromethyl)pentane",0.0,24.3,-19.8,24.6,-29.9
FC(CC(F)(F)C(F)(F)F)C(F)(F)F,"1,1,1,2,2,4,5,5,5-nonafluoropentane",0.0,35.3,-23.8,30.2,-31.8
CC(CC(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,"1,1,1,2,2,5,5,6,6,6-decafluoro-3-methylhexane",0.0,25.4,-11.9,12.0,-9.936134
CC(F)OC(F)(F)C(F)(F)F,"1,1,1,2,2-pentafluoro-2-(1-fluoroethoxy)ethane",0.0,27.0,-8.632644,13.8,-8.774521
CC(C)(C)C(F)(F)C(F)(F)F,"1,1,1,2,2-pentafluoro-3,3-dimethyl-butane",0.0,15.5,-2.631503,3.026848,-0.983879
CC(C)C(C)C(F)(F)C(F)(F)F,"1,1,1,2,2-pentafluoro-3,4-dimethylpentane",0.0,16.5,-2.962734,3.440081,-1.397505
CC(C)C(F)(F)C(F)(F)F,"1,1,1,2,2-pentafluoro-3-methylbutane",0.0,16.0,-3.30132,3.806101,-1.632681
CC(C)(C)CC(F)(F)C(F)(F)F,"1,1,1,2,2-pentafluoro-4,4-dimethylpentane",0.0,18.6,-4.115526,4.613509,-2.365196
CC(C)CC(F)(F)C(F)(F)F,"1,1,1,2,2-pentafluoro-4-methylpentane",0.0,17.7,-4.044794,4.581507,-2.405674
CCCC(F)(F)C(F)(F)F,"1,1,1,2,2-pentafluoro-pentane",0.0,17.2,-4.082403,4.696127,-2.495291
CCCCC(F)(F)C(F)(F)F,"1,1,1,2,2-pentafluorohexane",0.0,17.9,-3.894419,4.640082,-2.403908
FCOC(F)(C(F)(F)F)C(F)(F)F,"1,1,1,2,3,3,3-heptafluoro-2-(fluoromethoxy)propane",0.0,26.6,-13.6,17.7,-15.1
FC(F)(F)OC(F)(C(F)(F)F)C(F)(F)F,"1,1,1,2,3,3,3-heptafluoro-2-(trifluoromethoxy)-propane",0.0,5.810771,-1.843116,1.149635,-0.653521
FC(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,"1,1,1,2,3,3,4,4,5,5-decafluoro-2-(trifluoromethyl)pentane",0.0,21.0,-17.2,22.0,-26.9
CCC(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,"1,1,1,2,3,3,4,4-octafluoro-2-(trifluoromethyl)hexane",0.0,16.7,-5.363588,4.887802,-2.956212
CC(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,"1,1,1,2,3,3,4,4-octafluoro-2-(trifluoromethyl)pentane",0.0,18.6,-7.770626,7.523663,-5.449837
CCCC(F)(F)C(F)(C(F)(F)F)C(F)(F)F,"1,1,1,2,3,3-hexafluoro-2-(trifluoromethyl)hexane",0.0,16.9,-4.916303,4.893399,-3.026373
CCC(F)(F)C(F)(C(F)(F)F)C(F)(F)F,"1,1,1,2,3,3-hexafluoro-2-(trifluoromethyl)pentane",0.0,16.8,-5.524607,5.391062,-3.472467
CC(C)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,"1,1,1,2,3,3-hexafluoro-4-methyl-2-(trifluoromethyl)pentane",0.0,15.1,-3.834938,3.569423,-1.820246
FC(F)(F)OC(F)(C(F)(F)F)C(F)(OC(F)(F)F)C(F)(F)F,"1,1,1,2,3,4,4,4-octafluoro-2,3-bis(trifluoromethoxy)-butane",0.0,7.737593,-2.782447,1.784091,-1.098521
COC(F)(C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,"1,1,1,2,3,4,4,4-octafluoro-2-methoxy-3-(trifluoromethyl)-butane",0.0,18.7,-7.817651,7.13294,-5.036637
FC(CC(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,"1,1,1,2,3,5,5,5-octafluoro-2-(trifluoromethyl)pentane",0.0,32.2,-21.8,27.3,-29.5
FCC(F)(OC(F)(F)F)C(F)(F)F,"1,1,1,2,3-pentafluoro-2-(trifluoromethoxy)propane",0.0,25.5,-14.6,18.4,-17.6
CC(F)C(F)(C(F)(F)F)C(F)(F)F,"1,1,1,2,3-pentafluoro-2-(trifluoromethyl)butane",0.0,22.7,-8.087682,10.8,-7.181785
CC(C)(F)C(F)(C(F)(F)F)C(F)(F)F,"1,1,1,2,3-pentafluoro-3-methyl-2-(trifluoromethyl)butane",0.0,22.0,-3.560222,7.567591,-2.00891
CCC(C)(F)C(F)(C(F)(F)F)C(F)(F)F,"1,1,1,2,3-pentafluoro-3-methyl-2-(trifluoromethyl)pentane",0.0,20.8,-2.603934,6.27653,-1.261012
O=C1CCCC(=O)N1,glutarimide,0.0,94.4,41.4,140.0,82.4
Cc1cc(C)c(C)cn1,"2,4,5-trimethylpyridine",0.0,45.4,38.1,82.9,143.0
Cn1ccc(N)nc1=O,4-amino-2-hydroxy-1-methylpyrimidine,0.0,132.0,72.4,298.0,300.0
CC(=O)c1ccncc1,1-(4-pyridinyl)ethanone,0.0,67.3,41.0,92.7,113.0
CN(C)c1ccncc1,p-dimethylaminopyridine,0.0,60.1,49.3,114.0,196.0
CCc1cccc(C)n1,2-ethyl-6-methylpyridine,0.0,40.2,28.1,65.6,110.0
CCCc1ccncc1,4-propylpyridine,0.0,44.8,33.5,74.6,119.0
O=S=Nc1ccccc1,n-sulfinylbenzenamine,0.0,41.7,12.3,30.7,20.1
N#COc1ccccc1,phenylcyanate,0.0,49.0,13.0,40.5,25.6
COc1cc[n+]([O-])cc1,4-methoxypyridine1-oxide,0.0,95.1,79.9,195.0,291.0
CC1=CC(=O)CC(C)C1,"3,5-dimethyl-2-cyclohexen-1-one",0.0,59.6,53.5,97.8,144.0
Nc1ncnc2[nH]nnc12,8-azaadenine,0.0,129.0,-17.1,269.0,-87.4
Cc1nc(C)c(C)nc1C,tetramethylpyrazine,0.0,52.5,46.9,92.9,150.0
C=C(C)c1cccc(C)c1,1-methyl-3-ethenylbenzene,0.0,30.6,0.183147,9.373418,0.313372
CC(C)=C1CCC(C)CC1,p-menth-4(8)-ene,0.0,16.5,1.637529,4.186888,1.59992
