Unnamed: 0.1,Unnamed: 0,Name,smiles,Valid,sigma,m,epsilon_k,mu,Assoc_scheme,KAB,epsilonAB
578,578,X-Y-4-Methylpentan-2-ol,CC(C)CC(C)O,True,3.753857254650869,3.284574050443487,242.492673130687,1.4771886135494006,2B,0.3388012999157807,2751.7770539765625
1398,1398,2-Ethyl_butyric_acid,CCC(CC)C(=O)O,True,3.757917896157148,3.3950147646164384,333.09138533203145,4.03543570014441,2B,0.0,0.0
1401,1401,trans-4-Methylcyclohexanol,CC1CCC(O)CC1,True,3.950925659940409,2.9092088910319456,286.8605598845792,1.9094430130276208,2B,0.0,0.0
585,585,X+Y-3-Methylhexane,CCCC(C)CC,True,3.823953472982234,3.347258644953791,233.5926745295707,0.1682544798809232,2B,0.0,0.0
586,586,X+Y-Hexan-3-ol,CCCC(O)CC,True,3.674807507931196,3.508230660093867,233.6763258378636,1.5122732458124095,2B,0.3063826979561963,2626.6562957553824
605,605,5-Amino-3-pyrazolone,NC1=CC(=O)N=N1,True,3.627108638418804,2.607199714418397,602.1979674016588,6.273330768419597,2B,1.640528939304858,2294.698366383666
1436,1436,X+Y-1-Amino-1-phenylethane,CC(N)c1ccccc1,True,3.911253308028647,3.1291381995314564,289.57951816288835,1.2520646149460497,2B,0.0,0.0
617,617,L-X+Y-.alpha.-Methylbutyric_acid,CCC(C)C(=O)O,True,3.6836383072798298,3.1234065343917816,334.5029662738199,4.0770026257043295,,,
1440,1440,tert.-Butylmalonic_acid_dinitrile,CC(C)(C)C(C#N)C#N,True,3.940629797768692,3.254794383678525,338.41407591395364,4.609288625156815,,,
648,648,X+Y-3-Methyl-2-pentanone,CCC(C)C(C)=O,True,3.757073256855325,3.1931742624706585,264.17074192744235,2.642996345059902,2B,0.0,0.0
655,655,3-Methylhexane,CCCC(C)CC,True,3.823945796481408,3.347277445944423,233.595739305954,0.1682449702071357,2B,0.0,0.0
1492,1492,TrispiroX2.0.2.0.2.0Ynonane,C1CC12C1(CC1)C21CC1,True,3.807262429425136,3.31222624336126,336.82169551079767,0.0002828427124746,,,
1521,1521,5-Hexenoic_acid_methyl_ester,C=CCCCC(=O)OC,True,3.636781245579046,3.9088653948717154,259.8342669572195,1.4478363650634003,2B,0.0,0.0
705,705,Methylcyclopentene_XIsomer_not_specifiedY,CCC1=CCCC1,True,3.764307582657737,3.0265850290656,262.3157110806553,0.2040927485238022,2B,0.0,0.0
709,709,2-Ethylfuran,CCc1ccco1,True,3.606035620946951,2.929486538648331,271.65231937996225,0.5735821562775467,2B,0.0,0.0
1558,1558,X-Y-Oct-1-en-3-ol,C=CC(O)CCCCC,True,3.7334410891401575,4.135579461330124,241.70842410110404,1.4238702258281828,2B,0.0,0.0
713,713,Dinitrogen_pentoxide,O=[N+]([O-])O[N+](=O)[O-],True,2.934371185519358,2.945722053728665,461.2819471389171,0.2230011659162346,2B,0.0,0.0
